Date;Hour;WS01;WS02;WS03;WS04;WS05;WS06;WS07;WS08;WS09;WS10;WS11;WS12;WS13;WS14;WS15;WS16;WS17;WS18;WS19;WS20;WS21;WS22;WS23;WS24;WS25;WS26;WS27;WS28;WS29;WS30;WS31;WS32;WS33;WS34;WS35;WS36
02.01.;23;0.196258112;0.243835999;0.767743314;0.691941844;0.08002348;0.889085928;0.138283144;0.848404309;0.885437028;0.728522392;0.096104217;0.091803792;0.154088134;0.896763062;0.595840151;0.295322694;0.475961058;0.450447311;0.422250138;0.869646071;0.534320762;0.897213629;0.852241933;0.874723388;0.604189976;0.382330554;0.898125171;0.49206925;0.712010318;0.158642816;0.781150724;0.897783971;0.894465537;0.60009411;0.882624259;0.166060876
02.01.;24;0.186201232;0.254794795;0.730141276;0.687397901;0.091027233;0.890909101;0.157243451;0.853868601;0.886783118;0.724634283;0.10448688;0.123707675;0.130228135;0.895696071;0.602289319;0.341737071;0.478294266;0.436185406;0.444679502;0.864442397;0.529573359;0.899031753;0.857161045;0.877074705;0.510854448;0.407900164;0.898417075;0.497022868;0.674857761;0.169354531;0.773837102;0.897167448;0.894264526;0.531434931;0.888852069;0.177346555
03.01.;1;0.177339083;0.279489997;0.700686984;0.680188781;0.117445025;0.896885851;0.198971999;0.861489051;0.887649238;0.723493137;0.128636374;0.161910637;0.118010824;0.855167684;0.592381993;0.388894583;0.463131331;0.419448531;0.449459142;0.852636993;0.527362871;0.895393429;0.873425008;0.882230717;0.386696665;0.440387593;0.897562987;0.50642215;0.643925215;0.19284137;0.769052237;0.893601735;0.893618619;0.479063347;0.891925651;0.19332292
03.01.;2;0.162956521;0.305300398;0.673905025;0.672440031;0.138551739;0.901219206;0.215286594;0.872836116;0.890238321;0.707483258;0.166605994;0.193198531;0.115440984;0.722302254;0.596682079;0.443426414;0.454983668;0.410545021;0.46678475;0.844662665;0.552413904;0.895058304;0.891761536;0.893654981;0.263925317;0.463127325;0.894911388;0.519960112;0.62558952;0.228763698;0.767378179;0.895020233;0.890493749;0.435054087;0.894855194;0.210436893
03.01.;3;0.153429382;0.334853814;0.649471018;0.661872579;0.156057633;0.909122989;0.231504229;0.881305227;0.894296761;0.693384126;0.224783791;0.216546535;0.114077129;0.533014657;0.590673309;0.489854464;0.447209617;0.397624119;0.475129584;0.84003773;0.593784279;0.89028036;0.895300386;0.900827471;0.163429057;0.478975813;0.885686028;0.53230736;0.608089182;0.289741397;0.769171517;0.895906099;0.878177741;0.402090046;0.891064336;0.229828143
03.01.;4;0.143766147;0.369067741;0.642316836;0.647131962;0.184507067;0.914204836;0.245054632;0.888984139;0.895496019;0.678326232;0.305763102;0.243027835;0.11446497;0.384547261;0.584427503;0.525547127;0.444428084;0.394889375;0.507599906;0.821248074;0.655607866;0.876712464;0.891969719;0.901895023;0.100944488;0.489397141;0.865410934;0.553696886;0.590444392;0.362019238;0.770005444;0.897132766;0.833124908;0.403965867;0.887775055;0.261059345
03.01.;5;0.132252522;0.397783986;0.646301177;0.64031943;0.193581611;0.916192785;0.263405785;0.890507197;0.897982207;0.676497318;0.386195846;0.279633383;0.114803043;0.312345417;0.586651598;0.566032348;0.469124391;0.393292667;0.552794627;0.772988032;0.716440271;0.856511255;0.891980142;0.906402793;0.06418095;0.508506595;0.845309188;0.569728237;0.576616117;0.438288086;0.780146499;0.894754274;0.753465646;0.43194012;0.891492756;0.31601049
03.01.;6;0.121374916;0.428070032;0.657781195;0.63519045;0.192936561;0.918004424;0.268754147;0.886411038;0.8977776;0.669960942;0.464468122;0.308356748;0.107808533;0.314514439;0.579805513;0.591315573;0.490247483;0.397891003;0.593184876;0.712892351;0.760573968;0.82615525;0.8916974;0.911270683;0.036250203;0.537028895;0.819039248;0.590566685;0.566012149;0.510023962;0.783233246;0.89116745;0.641716704;0.467698868;0.893559818;0.37580284
03.01.;7;0.118377294;0.470676673;0.679319473;0.629913212;0.178768429;0.919653719;0.269442512;0.893124525;0.897586539;0.675981702;0.556203137;0.320280041;0.096437386;0.382195326;0.573764359;0.594571842;0.512990662;0.399949947;0.627575432;0.627121548;0.783302258;0.803149663;0.889155412;0.915231795;0.030990899;0.557135791;0.782378614;0.600779099;0.554043888;0.576254109;0.782505549;0.886893863;0.511875358;0.506108515;0.891535929;0.438008
03.01.;8;0.116852265;0.539799256;0.68947546;0.627088952;0.148905034;0.917761774;0.262204639;0.8970235;0.895682017;0.654384709;0.637962078;0.32538991;0.080510736;0.425267971;0.573235156;0.589487694;0.528174735;0.396643661;0.635401992;0.492970073;0.79356232;0.797063075;0.890746676;0.918381362;0.035707745;0.552876171;0.732526293;0.613335534;0.547628893;0.610764487;0.781769299;0.881472151;0.400412094;0.519669512;0.89330694;0.487978811
